-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,
Location: Latitude  25.4205   Longitude 46.126 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 640.23 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,WD50M
2021,8,13,3,0,30.02,2.43,180.48
2021,8,13,4,0,29.47,2.44,206.99
2021,8,13,5,12.41,28.8,2.6,232.48
2021,8,13,6,135.01,31.05,2.86,253.96
2021,8,13,7,340.18,33.74,3.82,271.2
2021,8,13,8,572.48,37.62,3.22,291.95
2021,8,13,9,782.34,42.06,2.65,331.94
2021,8,13,10,923.18,44.17,3.14,5.75
2021,8,13,11,959.12,45.31,4.22,23.81
2021,8,13,12,954.17,45.88,5.03,30.88
2021,8,13,13,872.84,46.07,5.58,33.59
2021,8,13,14,733.82,45.93,6,34.4
2021,8,13,15,535.06,45.37,6.3,34.59
2021,8,13,16,320.05,44.41,6.4,34.45
2021,8,13,17,125.8,42.2,4.59,35.05
2021,8,13,18,9.92,38.09,3.67,35.01
2021,8,13,19,0,36.76,3.75,34.09
2021,8,13,20,0,35.91,3.77,32.41
2021,8,13,21,0,35.01,3.93,31.59
2021,8,13,22,0,34.1,4.22,35.56
2021,8,13,23,0,33.1,4.32,44.89
2021,8,14,0,0,32.17,4,55.64
2021,8,14,1,0,31.45,3.55,64.16
2021,8,14,2,0,30.57,3.3,69.13
2021,8,14,3,0,29.94,3.14,71
2021,8,14,4,0,29.39,2.94,69.27
2021,8,14,5,11.75,29.1,2.71,63.13
2021,8,14,6,139.78,31.6,2.53,52.97
2021,8,14,7,352.66,34.07,2.93,39.2
2021,8,14,8,583.21,38.33,3.52,32.83
2021,8,14,9,776.63,41.85,4.41,28.31
2021,8,14,10,908.18,43.45,4.57,21.04
2021,8,14,11,982.27,44.56,4.72,13.48
2021,8,14,12,978.69,45.14,4.97,6.73
2021,8,14,13,913.3,45.37,5.26,4.54
2021,8,14,14,763.08,45.23,5.47,5.76
2021,8,14,15,543.54,44.7,5.59,8.13
2021,8,14,16,325.66,43.75,5.62,10.97
2021,8,14,17,123.92,41.69,4.16,16.68
2021,8,14,18,9.48,37.59,3.5,23.92
2021,8,14,19,0,36.19,3.76,29.02
2021,8,14,20,0,35.19,3.89,32.79
2021,8,14,21,0,34.26,3.95,35.6
2021,8,14,22,0,33.45,4,38.12
2021,8,14,23,0,32.62,4.03,40.81
2021,8,15,0,0,31.7,3.79,43.3
2021,8,15,1,0,30.79,3.44,43.94
2021,8,15,2,0,29.95,3.19,41.43
2021,8,15,3,0,29.21,3.05,36.83
2021,8,15,4,0,28.54,2.96,32.55
2021,8,15,5,11.89,28.12,2.83,29.55
2021,8,15,6,146.7,30.46,3.47,27.59
2021,8,15,7,371.15,32.79,3.62,26.07
2021,8,15,8,603.63,37.2,4.49,20.51
2021,8,15,9,795.99,40,5.26,13.28
2021,8,15,10,932.55,41.44,5.47,7.7
2021,8,15,11,955.45,42.48,5.64,3.88
2021,8,15,12,957.33,43.19,5.66,2.04
2021,8,15,13,899.91,43.53,5.59,0.96
2021,8,15,14,763.84,43.49,5.55,0.59
2021,8,15,15,571.96,43.08,5.47,1.19
2021,8,15,16,346.01,42.21,5.34,3.14
2021,8,15,17,131.02,40.43,4.09,9.69
2021,8,15,18,9.23,36.51,3.19,19.57
2021,8,15,19,0,35.08,3.4,25.08
2021,8,15,20,0,34.06,3.52,27.95
2021,8,15,21,0,33.05,3.61,30.03
2021,8,15,22,0,32.02,3.64,32.51
2021,8,15,23,0,31.01,3.61,35.66
2021,8,16,0,0,30.12,3.58,39.15
2021,8,16,1,0,29.37,3.58,41.7
2021,8,16,2,0,28.65,3.53,43.22
2021,8,16,3,0,28.11,3.47,44.78
2021,8,16,4,0,27.56,3.36,46.86
2021,8,16,5,11.13,27.19,3.2,49.52
2021,8,16,6,141,29.44,4.18,52.26
2021,8,16,7,365.03,32.04,3.88,51.75
2021,8,16,8,600.05,36.37,4.31,34.38
2021,8,16,9,795.57,38.69,4.19,22.76
2021,8,16,10,933.39,40.34,4.04,11.53
2021,8,16,11,996.51,41.65,4.07,0.51
2021,8,16,12,996.38,42.53,4.27,353.88
2021,8,16,13,932.82,43.01,4.57,351.14
2021,8,16,14,798.87,43.07,4.97,351.24
2021,8,16,15,608.34,42.69,5.36,353.95
2021,8,16,16,377.05,41.8,5.68,358.81
2021,8,16,17,144.8,40.11,4.97,8.52
2021,8,16,18,9.12,36.33,3.62,21.09
2021,8,16,19,0,34.8,3.87,27.98
2021,8,16,20,0,33.68,3.88,31.98
2021,8,16,21,0,32.56,3.74,35.09
2021,8,16,22,0,31.49,3.58,38.03
2021,8,16,23,0,30.51,3.43,40.56
2021,8,17,0,0,29.67,3.33,44.22
2021,8,17,1,0,28.98,3.31,48.7
2021,8,17,2,0,28.4,3.37,53.01
2021,8,17,3,0,27.87,3.43,57.09
2021,8,17,4,0,27.37,3.45,61.05
2021,8,17,5,10.98,27.04,3.34,64.16
2021,8,17,6,139.67,29.16,4.6,64.37
2021,8,17,7,356.59,31.62,4.29,61.83
2021,8,17,8,585.2,36.03,4.99,50.71
2021,8,17,9,777.8,38.24,4.42,44.33
2021,8,17,10,912.33,39.73,3.52,34.88
2021,8,17,11,969.46,40.83,2.78,18.74
2021,8,17,12,970.88,41.62,2.37,0.75
2021,8,17,13,910.89,42.14,2.22,343.97
2021,8,17,14,769.89,42.3,2.31,332.54
2021,8,17,15,579.15,42.03,2.47,327.28
2021,8,17,16,349.17,41.35,2.56,327.76
2021,8,17,17,131.63,39.68,1.94,342.02
2021,8,17,18,8.48,36.5,2.07,17.86
2021,8,17,19,0,34.7,2.6,38.25
2021,8,17,20,0,33.4,2.94,44.75
2021,8,17,21,0,32.25,3.08,45
2021,8,17,22,0,31.16,3.11,43.42
2021,8,17,23,0,30.1,3.11,42.88
2021,8,18,0,0,29.1,3.02,44.45
2021,8,18,1,0,28.23,2.85,49.05
2021,8,18,2,0,27.55,2.64,56.53
2021,8,18,3,0,27.2,2.32,65.9
2021,8,18,4,0,27.42,1.82,76.68
2021,8,18,5,11.03,28.05,1.16,94.11
2021,8,18,6,149.33,29.51,0.51,128.66
2021,8,18,7,381.69,31.55,0.41,244.18
2021,8,18,8,616.27,36.3,1.08,354.47
2021,8,18,9,811.48,38.57,1.9,334.44
2021,8,18,10,947.62,40.01,2.53,322.63
2021,8,18,11,1001.23,41.1,3.13,315.38
2021,8,18,12,1000.33,41.82,3.62,310.54
2021,8,18,13,937.98,42.21,4.02,307.85
2021,8,18,14,795.03,42.26,4.42,308.56
2021,8,18,15,602.93,41.93,4.83,311.64
2021,8,18,16,368,41.08,5.23,317.09
2021,8,18,17,138.37,39.09,4.38,328.79
2021,8,18,18,8.23,34.7,3.73,344.13
2021,8,18,19,0,33.07,4.25,355.07
2021,8,18,20,0,31.64,4.25,4.06
2021,8,18,21,0,30.23,3.86,11.87
2021,8,18,22,0,28.98,3.54,18.96
2021,8,18,23,0,27.98,3.32,25.92
2021,8,19,0,0,27.24,3.08,34.41
2021,8,19,1,0,26.77,2.8,45.2
2021,8,19,2,0,26.56,2.55,57.29
2021,8,19,3,0,26.43,2.37,70.49
2021,8,19,4,0,26.27,2.24,83.95
2021,8,19,5,11.41,26.22,2.1,97.14
2021,8,19,6,158.52,28.32,1.74,107.95
2021,8,19,7,391.12,30.99,1.49,119.47
2021,8,19,8,619.48,35.34,1.07,41.58
2021,8,19,9,812.88,38,2,1.89
2021,8,19,10,955.84,39.23,2.26,345.6
2021,8,19,11,1001.11,40.2,2.69,334.84
2021,8,19,12,994.95,40.91,3.19,332.43
2021,8,19,13,929.93,41.28,3.63,334.16
2021,8,19,14,780.98,41.24,4.06,337.78
2021,8,19,15,582.2,40.78,4.44,342.99
2021,8,19,16,344.75,39.81,4.79,349.43
2021,8,19,17,123.66,37.87,4.09,356.77
2021,8,19,18,7.46,33.66,3.41,2.47
2021,8,19,19,0,32.16,3.67,6.17
2021,8,19,20,0,31,3.64,10.12
2021,8,19,21,0,29.91,3.51,14.81
2021,8,19,22,0,28.94,3.3,20.63
2021,8,19,23,0,28.18,3.05,27.22
2021,8,20,0,0,27.69,2.78,35.6
2021,8,20,1,0,27.45,2.51,47.36
2021,8,20,2,0,27.19,2.32,62.58
2021,8,20,3,0,26.73,2.27,80.11
2021,8,20,4,0,26.07,2.36,97.33
2021,8,20,5,10.61,25.4,2.51,111.89
2021,8,20,6,145.7,27.79,2.44,123.03
2021,8,20,7,374.02,30.98,3.03,131.78
2021,8,20,8,604.82,35.6,2.37,131.34
2021,8,20,9,798.59,38.48,1.66,140.1
2021,8,20,10,934.51,39.83,1.32,153.98
2021,8,20,11,968.69,40.82,1,173.49
2021,8,20,12,962.84,41.51,0.71,217.07
2021,8,20,13,903.47,41.94,1.15,274.09
2021,8,20,14,749.97,41.96,1.87,302.52
2021,8,20,15,554.7,41.51,2.5,318.31
2021,8,20,16,323.6,40.58,2.92,329.93
2021,8,20,17,115.77,38.39,2.39,342.65
2021,8,20,18,7.17,34.26,2.75,356.95
2021,8,20,19,0,32.71,3.12,6.94
2021,8,20,20,0,31.58,3.34,13.67
2021,8,20,21,0,30.55,3.46,19.51
2021,8,20,22,0,29.53,3.47,25.8
2021,8,20,23,0,28.53,3.42,32.34
2021,8,21,0,0,27.64,3.33,39.06
2021,8,21,1,0,26.91,3.23,45.73
2021,8,21,2,0,26.31,3.1,52.43
2021,8,21,3,0,25.9,2.88,59.67
2021,8,21,4,0,25.83,2.48,66.83
2021,8,21,5,10.11,26.45,1.85,77.07
2021,8,21,6,131.5,28.55,1.08,101.54
2021,8,21,7,347.66,31.06,0.81,167.87
2021,8,21,8,574.05,36.14,1.64,195.66
2021,8,21,9,767.14,39.72,2.62,201.04
2021,8,21,10,904.34,41.13,3.18,197.16
2021,8,21,11,987.72,42.17,3.5,194.2
2021,8,21,12,983.88,42.89,3.49,193.59
2021,8,21,13,919.05,43.29,3.28,194.18
2021,8,21,14,774.74,43.3,3.05,194.73
2021,8,21,15,580.28,42.92,2.8,194.76
2021,8,21,16,346.56,42.14,2.53,194.53
2021,8,21,17,122.84,40.03,1.55,195.82
2021,8,21,18,7.36,37.97,1.36,190.08
2021,8,21,19,0,36.79,1.42,173.49
2021,8,21,20,0,35.19,1.73,165.92
2021,8,21,21,0,33.42,2.14,171.03
2021,8,21,22,0,31.74,2.59,180.73
2021,8,21,23,0,30.58,2.98,187.92
2021,8,22,0,0,29.83,3.33,193.16
2021,8,22,1,0,29.28,3.76,197.04
2021,8,22,2,0,28.75,4.07,198.69
2021,8,22,3,0,28.23,4.24,199.83
2021,8,22,4,0,27.76,4.38,201.69
2021,8,22,5,9.93,27.47,4.56,202.59
2021,8,22,6,141.27,29.42,6.09,203.36
2021,8,22,7,366.98,32.04,5.98,204.02
2021,8,22,8,595.21,36.58,6.09,205.09
2021,8,22,9,786.95,40.13,6.01,210.4
2021,8,22,10,922.48,41.85,5.52,215.41
2021,8,22,11,942.68,42.86,5.09,218.8
2021,8,22,12,934.88,43.43,4.61,222.11
2021,8,22,13,872.67,43.66,4.06,226.5
2021,8,22,14,717.95,43.54,3.56,231.03
2021,8,22,15,519.8,43.07,3.05,235.19
2021,8,22,16,292.16,42.2,2.51,238.65
2021,8,22,17,103.64,40.22,1.44,238.89
2021,8,22,18,6.93,38.54,1.11,227.51
2021,8,22,19,0,37.89,0.88,201.8
2021,8,22,20,0,37.05,0.9,173.33
2021,8,22,21,0,35.99,1.1,154.89
2021,8,22,22,0,34.78,1.32,145.64
2021,8,22,23,0,33.57,1.47,140.55
2021,8,23,0,0,32.4,1.62,144.55
2021,8,23,1,0,31.32,1.74,156
2021,8,23,2,0,30.32,1.82,167.42
2021,8,23,3,0,29.31,1.94,176.66
2021,8,23,4,0,28.38,2.09,185.18
2021,8,23,5,8.91,27.61,2.22,192.94
2021,8,23,6,119.31,29.45,2.55,201.82
2021,8,23,7,320.77,32.08,2.89,210.77
2021,8,23,8,546.2,36.23,2.99,216.87
2021,8,23,9,742.01,39.54,2.83,222.76
2021,8,23,10,879.72,41.23,2.49,235.21
2021,8,23,11,979.77,42.38,2.17,251.09
2021,8,23,12,973.24,43.12,2.15,274.21
2021,8,23,13,911.93,43.51,2.69,298.72
2021,8,23,14,762.63,43.55,3.59,317.73
2021,8,23,15,564.29,43.09,4.79,331.23
2021,8,23,16,328.24,42.03,6.04,340.35
2021,8,23,17,111.23,40.15,6.22,346.87
2021,8,23,18,7.21,37.01,5.32,353.51
2021,8,23,19,0,35.75,5.81,1.51
2021,8,23,20,0,34.63,5.6,10.02
2021,8,23,21,0,33.49,5.15,17.29
2021,8,23,22,0,32.46,4.68,22.65
2021,8,23,23,0,31.55,4.3,26.75
2021,8,24,0,0,30.67,3.84,30.63
2021,8,24,1,0,29.84,3.46,34.86
2021,8,24,2,0,29.08,3.23,40.52
2021,8,24,3,0,28.41,3.01,48.81
2021,8,24,4,0,27.89,2.75,59.04
2021,8,24,5,9.13,27.68,2.5,70.49
2021,8,24,6,131.81,30.08,2.13,73.53
2021,8,24,7,348.87,33.08,2.53,64.3
2021,8,24,8,576.07,37.55,3.44,42.21
2021,8,24,9,766.87,40.43,4.92,38.13
2021,8,24,10,904.35,41.55,5.2,40.49
2021,8,24,11,910.45,42.37,5.32,43.69
2021,8,24,12,903.36,42.92,4.95,48.56
2021,8,24,13,800.48,43.11,4.24,54.94
2021,8,24,14,648.58,42.95,3.61,62.45
2021,8,24,15,446.41,42.44,3.12,71.65
2021,8,24,16,233.71,41.62,2.81,80.73
2021,8,24,17,85.79,39.78,1.89,80.76
2021,8,24,18,0,37.03,2.18,70.27
2021,8,24,19,0,35.75,2.62,72.49
2021,8,24,20,0,34.49,2.96,86.44
2021,8,24,21,0,33.83,3.07,103.56
2021,8,24,22,0,33.07,3.13,120.01
2021,8,24,23,0,32.36,3.37,135.23
2021,8,25,0,0,31.68,3.7,141.68
2021,8,25,1,0,31.04,4,141.49
2021,8,25,2,0,30.54,4.24,140.22
2021,8,25,3,0,30.14,4.45,140.38
2021,8,25,4,0,29.75,4.55,142.99
2021,8,25,5,8.13,29.47,4.5,147.42
2021,8,25,6,110.01,31.02,5.61,153.05
2021,8,25,7,286.03,33.82,5.38,158.59
2021,8,25,8,500.82,37.7,5.34,160.65
2021,8,25,9,695.55,40.08,4.3,160.09
2021,8,25,10,832.53,41.66,3.2,155.87
2021,8,25,11,928.05,42.73,2.24,147.34
2021,8,25,12,914.77,43.3,1.59,125.45
2021,8,25,13,772.27,43.57,1.48,91.73
2021,8,25,14,660.97,43.54,1.77,66.16
2021,8,25,15,437.85,43.17,2.19,51.77
2021,8,25,16,241.8,42.37,2.61,43.99
2021,8,25,17,96.03,40.76,2.21,40.44
2021,8,25,18,0,37.77,2.38,37.89
2021,8,25,19,0,36.4,2.69,34.52
2021,8,25,20,0,35.29,2.87,31.33
2021,8,25,21,0,34.18,2.96,29.6
2021,8,25,22,0,33.02,2.98,29.68
2021,8,25,23,0,31.91,2.91,30.95
2021,8,26,0,0,30.96,2.84,34.1
2021,8,26,1,0,30.23,2.69,36.52
2021,8,26,2,0,29.72,2.47,34.21
2021,8,26,3,0,29.29,2.3,27.17
2021,8,26,4,0,28.69,2.26,17.32
2021,8,26,5,8.56,28.05,2.32,7.44
2021,8,26,6,129.13,29.94,2.24,358.31
2021,8,26,7,348.02,32.65,2.86,348.52
2021,8,26,8,578.25,36.47,3.07,11.45
2021,8,26,9,776.19,40.2,5.12,34.12
2021,8,26,10,910.44,41.76,5.52,40.25
2021,8,26,11,954.98,42.91,5.71,45.65
2021,8,26,12,951.79,43.69,5.83,50.47
2021,8,26,13,888.87,44.07,5.88,54.35
2021,8,26,14,736.6,44.03,5.9,56.07
2021,8,26,15,537.35,43.58,5.89,56.03
2021,8,26,16,304.76,42.65,5.7,54.66
2021,8,26,17,104.66,39.96,3.47,55.33
2021,8,26,18,0,36.12,3.19,58.74
2021,8,26,19,0,34.85,3.21,59.71
2021,8,26,20,0,33.83,3.24,54.6
2021,8,26,21,0,32.83,3.38,44.16
2021,8,26,22,0,31.91,3.74,37.46
2021,8,26,23,0,31.05,4.18,35.78
2021,8,27,0,0,30.19,4.23,34.59
2021,8,27,1,0,29.51,4.29,32.29
2021,8,27,2,0,29.08,4.44,29.04
2021,8,27,3,0,28.6,4.37,25.96
2021,8,27,4,0,28.11,4.3,21.89
2021,8,27,5,9.14,27.83,4.34,17.68
2021,8,27,6,148.1,30.37,5.4,13.49
2021,8,27,7,386.41,33.42,6.23,9.76
2021,8,27,8,619.77,37.52,7.36,10.84
2021,8,27,9,807.63,40.47,9.52,11.81
2021,8,27,10,944.24,41.65,9.58,10.68
2021,8,27,11,958.03,42.57,9.57,9.51
2021,8,27,12,942.84,43.21,9.54,7.88
2021,8,27,13,858.26,43.61,9.57,6.47
2021,8,27,14,677.67,43.58,9.68,5.58
2021,8,27,15,458.6,43.09,9.75,5.57
2021,8,27,16,238.3,42.12,9.51,6.06
2021,8,27,17,82.2,39.98,7.34,5.37
2021,8,27,18,0,36.4,5.07,2.4
2021,8,27,19,0,34.9,4.92,358.89
2021,8,27,20,0,33.96,5.3,355.79
2021,8,27,21,0,33.53,6.6,357.85
2021,8,27,22,0,33.48,7.79,3.14
2021,8,27,23,0,32.92,7.81,5.92
2021,8,28,0,0,32.26,7.18,5.17
2021,8,28,1,0,31.59,6.72,3.06
2021,8,28,2,0,30.86,6.46,0.4
2021,8,28,3,0,29.65,5.56,357.17
2021,8,28,4,0,28.52,5.07,356.52
2021,8,28,5,8.74,27.82,4.99,358.77
2021,8,28,6,144.62,29.77,6.55,1.97
2021,8,28,7,382.62,32.44,6.58,2.81
2021,8,28,8,619.8,37.03,8.01,8.67
2021,8,28,9,810.12,39.76,9.52,10.39
2021,8,28,10,946.39,41.18,9.62,8.34
2021,8,28,11,997.64,42.23,9.48,6.86
2021,8,28,12,996.84,42.99,9.46,6.12
2021,8,28,13,887.9,43.42,9.65,6.22
2021,8,28,14,699.7,43.44,9.94,6.88
2021,8,28,15,465.41,42.97,10.12,8.42
2021,8,28,16,235.16,41.96,9.9,10.29
2021,8,28,17,76.03,39.83,7.73,12.3
2021,8,28,18,0,36.28,5.24,13.25
2021,8,28,19,0,34.55,4.45,11.96
2021,8,28,20,0,33.51,4.27,9.02
2021,8,28,21,0,32.77,4.43,3.94
2021,8,28,22,0,32.2,4.81,359.48
2021,8,28,23,0,31.62,5.15,356.4
2021,8,29,0,0,30.98,5.29,353.8
2021,8,29,1,0,30.36,5.33,352.92
2021,8,29,2,0,29.69,5.24,353.47
2021,8,29,3,0,28.93,5.02,354.91
2021,8,29,4,0,28.15,4.8,356.23
2021,8,29,5,8.15,27.45,4.54,357.05
2021,8,29,6,133.28,29.55,5.1,356.33
2021,8,29,7,363.23,32.39,5.67,354.03
2021,8,29,8,604.7,36.62,6.07,7.1
2021,8,29,9,800.34,39.96,7.22,10.87
2021,8,29,10,945.92,41.49,7.01,8.99
2021,8,29,11,964.32,42.52,6.95,7.91
2021,8,29,12,960.73,43.17,7.04,7.84
2021,8,29,13,889.21,43.41,7.09,8.6
2021,8,29,14,731.38,43.23,7.03,10.09
2021,8,29,15,524.67,42.65,6.83,12.71
2021,8,29,16,292.48,41.56,6.41,16.85
2021,8,29,17,90.2,38.19,3.94,22.15
2021,8,29,18,0,34.19,3.76,30.14
2021,8,29,19,0,32.74,3.68,43.39
2021,8,29,20,0,31.64,3.58,60.45
2021,8,29,21,0,30.7,3.53,80.42
2021,8,29,22,0,29.86,3.55,102.92
2021,8,29,23,0,29.17,3.66,126.34
2021,8,30,0,0,28.65,3.79,144.11
2021,8,30,1,0,28.19,3.83,155.81
2021,8,30,2,0,27.72,3.73,162.66
2021,8,30,3,0,27.25,3.56,167.24
2021,8,30,4,0,26.83,3.39,170.78
2021,8,30,5,7.78,26.6,3.09,172.73
2021,8,30,6,122.07,28.9,2.36,173.28
2021,8,30,7,333.39,32.08,2.68,170.51
2021,8,30,8,564.24,35.96,1.86,127.03
2021,8,30,9,753.59,40.55,4.05,89.61
2021,8,30,10,896.01,41.91,4.59,85.27
2021,8,30,11,983.83,42.71,4.84,82.99
2021,8,30,12,981.62,43.19,5.05,80.35
2021,8,30,13,905.09,43.38,5.27,78.23
2021,8,30,14,759.67,43.22,5.53,77.1
2021,8,30,15,553.87,42.65,5.78,76.83
2021,8,30,16,257.7,41.6,5.97,77.27
2021,8,30,17,63.73,39,4.33,80.85
2021,8,30,18,0,35.12,3.92,88.68
2021,8,30,19,0,33.83,4.09,98.35
2021,8,30,20,0,32.81,4.11,109.18
2021,8,30,21,0,31.93,4.09,121.65
2021,8,30,22,0,31.15,4.12,134.4
2021,8,30,23,0,30.45,4.14,145.39
2021,8,31,0,0,29.92,4.21,153.46
2021,8,31,1,0,29.47,4.27,158.5
2021,8,31,2,0,29,4.26,161.69
2021,8,31,3,0,28.51,4.21,163.89
2021,8,31,4,0,28.05,4.15,165.38
2021,8,31,5,7.71,27.68,4.1,166.26
2021,8,31,6,126.56,29.97,4.53,166.44
2021,8,31,7,345.8,33.1,5.31,166.57
2021,8,31,8,576.3,37.12,4.51,153.84
2021,8,31,9,764.01,40.12,4.4,132.89
2021,8,31,10,910.79,41.48,4.34,121.71
2021,8,31,11,942.58,42.44,4.4,112.75
2021,8,31,12,940.24,43.05,4.54,107.55
2021,8,31,13,861.38,43.27,4.58,104.56
2021,8,31,14,709.45,43.1,4.5,101.45
2021,8,31,15,498.59,42.57,4.32,99.87
2021,8,31,16,272.52,41.64,4.08,99.87
2021,8,31,17,63.45,39.07,2.6,104.47
2021,8,31,18,0,35.59,2.74,111.78
2021,8,31,19,0,34.44,2.74,118.82
2021,8,31,20,0,33.43,2.69,126.46
2021,8,31,21,0,32.25,2.62,134.85
2021,8,31,22,0,31.26,2.52,144.63
2021,8,31,23,0,30.44,2.39,156.27
2021,9,1,0,0,29.75,2.35,173.09
2021,9,1,1,0,29.11,2.44,192.48
2021,9,1,2,0,28.49,2.56,208.28
2021,9,1,3,0,27.96,2.63,218.71
2021,9,1,4,0,27.57,2.59,223.96
2021,9,1,5,7.48,27.36,2.42,225.43
2021,9,1,6,128.26,28.98,1.88,224.9
2021,9,1,7,349.66,32.01,2.12,223.03
2021,9,1,8,586.97,35.58,1.27,184.32
2021,9,1,9,778.98,40.19,2.32,107.59
2021,9,1,10,922.71,41.83,2.67,89.85
2021,9,1,11,993.39,42.83,3.01,72.5
2021,9,1,12,987.3,43.4,3.62,62.13
2021,9,1,13,909.93,43.61,4.33,58.55
2021,9,1,14,764.23,43.44,4.98,58.12
2021,9,1,15,495.12,42.81,5.51,59.82
2021,9,1,16,241.41,41.69,5.83,63.34
2021,9,1,17,61.17,39.06,4.25,70.73
2021,9,1,18,0,35.21,3.71,81.56
2021,9,1,19,0,33.73,3.67,93.9
2021,9,1,20,0,32.45,3.51,107.58
2021,9,1,21,0,31.36,3.33,120.91
2021,9,1,22,0,30.44,3.1,134.64
2021,9,1,23,0,29.75,2.87,149.3
2021,9,2,0,0,29.23,2.73,164.48
2021,9,2,1,0,28.81,2.68,179.56
2021,9,2,2,0,28.42,2.63,194.42
2021,9,2,3,0,28.07,2.53,210.52
2021,9,2,4,0,27.79,2.35,230.54
2021,9,2,5,7.42,27.51,2.22,256.39
2021,9,2,6,123.07,28.73,2.08,283.46
2021,9,2,7,341.27,31.41,3.18,302.35
2021,9,2,8,581.7,34.83,2.92,330.74
2021,9,2,9,770.66,39.17,3.7,7.55
2021,9,2,10,910.59,41.15,4.41,18.9
2021,9,2,11,947.08,42.37,5.11,22.3
2021,9,2,12,938.94,43.1,5.71,22.63
2021,9,2,13,864.27,43.37,6.14,21.26
2021,9,2,14,714.86,43.19,6.35,19.4
2021,9,2,15,510.5,42.62,6.43,17.59
2021,9,2,16,278.59,41.61,6.3,16.51
2021,9,2,17,53.56,38.73,4.09,16.76
2021,9,2,18,0,34.8,3.71,18.38
2021,9,2,19,0,33.39,3.73,21.97
2021,9,2,20,0,32.21,3.64,27.23
2021,9,2,21,0,31.13,3.49,33.07
2021,9,2,22,0,30.13,3.22,38.61
2021,9,2,23,0,29.33,2.84,41.77
2021,9,3,0,0,29.19,2.25,45
2021,9,3,1,0,29.6,1.49,49.22
2021,9,3,2,0,29.79,0.72,48.37
2021,9,3,3,0,29.55,0.19,0
2021,9,3,4,0,28.99,0.49,277.8
2021,9,3,5,7.36,28.43,0.73,272.47
2021,9,3,6,123.39,28.96,0.81,279.6
2021,9,3,7,343.26,30.98,1.03,286
2021,9,3,8,577.76,34.29,0.54,8.13
2021,9,3,9,768.86,39.62,2.56,53.95
2021,9,3,10,911.73,41.45,2.95,60.29
2021,9,3,11,985.07,42.39,3.09,61.05
2021,9,3,12,974.81,42.98,3.16,59.13
2021,9,3,13,901.23,43.23,3.22,56.45
2021,9,3,14,751.08,43.12,3.38,53.35
2021,9,3,15,497.85,42.67,3.61,50.77
2021,9,3,16,246.31,41.75,3.83,50.44
2021,9,3,17,60.2,38.62,2.7,54.09
2021,9,3,18,0,34.88,3.19,60.87
2021,9,3,19,0,33.57,3.42,68.53
2021,9,3,20,0,32.47,3.48,77.51
2021,9,3,21,0,31.44,3.45,89
2021,9,3,22,0,30.46,3.35,103.06
2021,9,3,23,0,29.55,3.27,118.21
2021,9,4,0,0,28.7,3.21,135.86
2021,9,4,1,0,28.02,3.19,153.43
2021,9,4,2,0,27.8,3.13,167.31
2021,9,4,3,0,27.44,3.12,178.69
2021,9,4,4,0,27.04,3.12,188.51
2021,9,4,5,6.9,26.38,3.15,197.62
2021,9,4,6,112.3,28.38,2.74,206.48
2021,9,4,7,317.29,31.29,3.2,217.57
2021,9,4,8,573.33,34.81,1.67,232.61
2021,9,4,9,762.31,40.23,2.68,48.17
2021,9,4,10,898.7,41.78,3.81,44.7
2021,9,4,11,950.61,42.66,4.39,43.75
2021,9,4,12,922.82,43.19,4.76,44.57
2021,9,4,13,826.92,43.37,5.08,45.74
2021,9,4,14,664.55,43.2,5.41,46.18
2021,9,4,15,425.27,42.62,5.75,46.09
2021,9,4,16,233.55,41.62,5.97,46.24
2021,9,4,17,62.06,39.26,4.27,47.01
2021,9,4,18,0,36.12,3.79,51.07
2021,9,4,19,0,35.01,3.93,58.08
2021,9,4,20,0,33.96,3.99,67.52
2021,9,4,21,0,32.73,4.14,78.99
2021,9,4,22,0,31.9,4.44,90.1
2021,9,4,23,0,31.05,4.52,98.18
2021,9,5,0,0,30.12,3.92,100.89
2021,9,5,1,0,28.97,3.21,98.03
2021,9,5,2,0,28.09,2.92,91.41
2021,9,5,3,0,27.44,2.76,83.16
2021,9,5,4,0,26.9,2.62,73.6
2021,9,5,5,7.36,26.38,2.57,62.61
2021,9,5,6,122.92,28.14,2.57,55.4
2021,9,5,7,346.05,30.78,3.51,52.92
2021,9,5,8,581.74,34.91,4.18,53.31
2021,9,5,9,774.3,38.64,5.09,55.23
2021,9,5,10,913.8,40.66,5.21,54.53
2021,9,5,11,957.8,42.04,5.37,50.31
2021,9,5,12,943.42,42.84,5.8,44.8
